,tau,model1,model2,model3,model4,model5,model6,model7,model8,GB1,GB2
0,0.01,1.3855383491522804,1.4561100861605785,1.4536831122498652,1.181718531819916,1.221210129799651,1.2505973676234148,1.159674853331406,1.554149341346041,1.820696092501718,1.7707833684312602
1,0.02,2.588069938146035,2.8139824600833814,2.791700883328749,2.199438517108169,2.1943512269591623,2.374415987239365,2.221298403515381,2.840915498159698,3.4409620312321265,3.434218785374709
2,0.03,3.844962057462847,3.935011783016357,3.966489788664366,3.2322913305081715,3.0505614423552956,3.461791520609624,3.28602477949184,3.810516879176669,5.086267413685466,5.111941599723322
3,0.04,5.025369390795915,5.185718702191443,5.155115992732279,4.077145553427575,3.918789429095255,4.53436236646214,4.190484973657765,4.475408854347076,6.440213192704706,6.477956069355433
4,0.05,6.059764930028674,6.346210398356138,6.386662633012526,5.031990162356626,4.710157218340248,5.428974202280536,5.070022204100033,5.021615781192549,7.882850037852201,7.947416185847938
5,0.060000000000000005,7.002872396955039,7.5086428748261085,7.591122128926852,5.926263058682364,5.5493784657088066,6.211120173270414,5.876106247954754,5.660141404752361,9.32203731654731,9.323691408343034
6,0.06999999999999999,8.094087543117652,8.564522845818646,8.47856004845456,6.722587335074121,6.230484458801871,7.175808509253264,6.830814577627208,6.1183161142173415,10.859859827864748,10.824543015008214
7,0.08,9.080700095506751,9.567465434859429,9.55002339941327,7.405120565485258,7.029193842626726,8.166654633516739,7.5689450772185705,6.565976677664245,11.992633503250175,12.03663645125944
8,0.09,10.091717282575068,10.540559113950136,10.670288132581444,8.213434050379327,7.541301077192582,9.15554346717211,8.277933848213856,6.986560209498652,13.476944290636618,13.529115287876495
9,0.09999999999999999,10.438198904443654,11.586457236096315,11.630654409397378,8.756612021705525,8.033419052010839,10.045559041718967,8.985450851935106,7.398356957498356,14.586203491724325,15.022620951260444
10,0.11,10.928216459983435,12.66211898608728,12.518407184341095,9.602374031410452,8.656071562629233,10.787279455689431,9.58991901356935,7.801854408508446,15.851426917166425,16.151958032483844
11,0.12,11.453164170402394,13.370384124706034,13.241323345353472,10.228218150655973,9.148027993374907,11.594949788982818,10.152549455668527,8.236835022941772,17.526468837469842,17.5606436484758
12,0.13,12.21326870796957,14.259210381376246,14.169067593156742,10.944923615985592,9.59423259112029,12.41983194987951,10.990220307229281,8.704689984535015,18.600534500600528,18.895190735207102
